,serial_number,name,type,rarity,set
3048,79/100,Treecko,Grass,Common,Stormfront 
3049,80/100,Voltorb,Lightning,Common,Stormfront 
3050,81/100,Voltorb,Lightning,Common,Stormfront 
3051,82/100,Conductive Quarry,St,Uncommon,Stormfront 
3052,83/100,Energy Link,T,Uncommon,Stormfront 
3053,84/100,Energy Switch,T,Uncommon,Stormfront 
3054,85/100,Great Ball,T,Uncommon,Stormfront 
3055,86/100,Luxury Ball,T,Uncommon,Stormfront 
3056,87/100,Marley's Request,Su,Uncommon,Stormfront 
3057,88/100,Poké Blower +,T,Uncommon,Stormfront 
3058,89/100,Poké Drawer +,T,Uncommon,Stormfront 
3059,90/100,Poké Healer +,T,Uncommon,Stormfront 
3060,91/100,Premier Ball,T,Uncommon,Stormfront 
3061,92/100,Potion,T,Common,Stormfront 
3062,93/100,Switch,T,Common,Stormfront 
3063,94/100,Cyclone Energy,Colorless,Uncommon,Stormfront 
3064,95/100,Warp Energy,Colorless,Uncommon,Stormfront 
3065,96/100,Dusknoir LV.X,Psychic,NULL,Stormfront 
3066,97/100,Heatran LV.X,Fire,NULL,Stormfront 
3067,98/100,Machamp LV.X,Fighting,NULL,Stormfront 
3068,99/100,Raichu LV.X,Lightning,NULL,Stormfront 
3069,100/100,Regigigas LV.X,Colorless,NULL,Stormfront 
3070,101/100,Charmander,Fire,NULL,Stormfront 
3071,102/100,Charmeleon,Fire,NULL,Stormfront 
3072,103/100,Charizard,Fire,NULL,Stormfront 
3073,1/127,Ampharos,Lightning,Rare Holo,Platinum 
3074,2/127,Blastoise,Water,Rare Holo,Platinum 
3075,3/127,Blaziken,Fire,Rare Holo,Platinum 
3076,4/127,Delcatty,Colorless,Rare Holo,Platinum 
3077,5/127,Dialga,Metal,Rare Holo,Platinum 
3078,6/127,Dialga,Metal,Rare Holo,Platinum 
3079,7/127,Dialga,Metal,Rare Holo,Platinum 
3080,8/127,Gardevoir,Psychic,Rare Holo,Platinum 
3081,9/127,Giratina,Psychic,Rare Holo,Platinum 
3082,10/127,Giratina,Psychic,Rare Holo,Platinum 
3083,11/127,Manectric,Lightning,Rare Holo,Platinum 
3084,12/127,Palkia,Water,Rare Holo,Platinum 
3085,13/127,Rampardos,Fighting,Rare Holo,Platinum 
3086,14/127,Shaymin,Grass,Rare Holo,Platinum 
3087,15/127,Shaymin,Grass,Rare Holo,Platinum 
3088,16/127,Slaking,Colorless,Rare Holo,Platinum 
3089,17/127,Weavile,Darkness,Rare Holo,Platinum 
3090,18/127,Altaria,Colorless,Rare,Platinum 
3091,19/127,Banette,Psychic,Rare,Platinum 
3092,20/127,Bastiodon,Metal,Rare,Platinum 
3093,21/127,Beautifly,Grass,Rare,Platinum 
3094,22/127,Blissey,Colorless,Rare,Platinum 
3095,23/127,Dialga,Metal,Rare,Platinum 
3096,24/127,Dugtrio,Fighting,Rare,Platinum 
3097,25/127,Dustox,Psychic,Rare,Platinum 
3098,26/127,Empoleon,Water,Rare,Platinum 
3099,27/127,Giratina,Psychic,Rare,Platinum 
3100,28/127,Giratina,Psychic,Rare,Platinum 
3101,29/127,Golduck,Water,Rare,Platinum 
3102,30/127,Gyarados,Water,Rare,Platinum 
3103,31/127,Infernape,Fire,Rare,Platinum 
3104,32/127,Kricketune,Grass,Rare,Platinum 
3105,33/127,Lickilicky,Colorless,Rare,Platinum 
3106,34/127,Ludicolo,Grass,Rare,Platinum 
3107,35/127,Luvdisc,Water,Rare,Platinum 
3108,36/127,Ninetales,Fire,Rare,Platinum 
3109,37/127,Palkia,Water,Rare,Platinum 
3110,38/127,Shaymin,Grass,Rare,Platinum 
3111,39/127,Torterra,Grass,Rare,Platinum 
3112,40/127,Toxicroak,Psychic,Rare,Platinum 
3113,41/127,Bronzong,Metal,Uncommon,Platinum 
3114,42/127,Cacturne,Grass,Uncommon,Platinum 
3115,43/127,Carnivine,Grass,Uncommon,Platinum 
3116,44/127,Cascoon,Grass,Uncommon,Platinum 
3117,45/127,Combusken,Fire,Uncommon,Platinum 
3118,46/127,Cranidos,Fighting,Uncommon,Platinum 
3119,47/127,Crobat,Psychic,Uncommon,Platinum 
3120,48/127,Flaaffy,Lightning,Uncommon,Platinum 
3121,49/127,Grotle,Grass,Uncommon,Platinum 
3122,50/127,Houndoom,Fire,Uncommon,Platinum 
3123,51/127,Kirlia,Psychic,Uncommon,Platinum 
3124,52/127,Lombre,Grass,Uncommon,Platinum 
3125,53/127,Lucario,Metal,Uncommon,Platinum 
3126,54/127,Mightyena,Darkness,Uncommon,Platinum 
3127,55/127,Mismagius,Psychic,Uncommon,Platinum 
3128,56/127,Monferno,Fire,Uncommon,Platinum 
3129,57/127,Muk,Psychic,Uncommon,Platinum 
3130,58/127,Octillery,Water,Uncommon,Platinum 
3131,59/127,Prinplup,Water,Uncommon,Platinum 
3132,60/127,Probopass,Fighting,Uncommon,Platinum 
3133,61/127,Seviper,Psychic,Uncommon,Platinum 
3134,62/127,Shieldon,Metal,Uncommon,Platinum 
3135,63/127,Silcoon,Grass,Uncommon,Platinum 
3136,64/127,Vigoroth,Colorless,Uncommon,Platinum 
3137,65/127,Wartortle,Water,Uncommon,Platinum 
3138,66/127,Zangoose,Colorless,Uncommon,Platinum 
3139,67/127,Cacnea,Grass,Common,Platinum 
3140,68/127,Carnivine,Grass,Common,Platinum 
3141,69/127,Chansey,Colorless,Common,Platinum 
3142,70/127,Chimchar,Fire,Common,Platinum 
3143,71/127,Combee,Grass,Common,Platinum 
3144,72/127,Diglett,Fighting,Common,Platinum 
3145,73/127,Dunsparce,Colorless,Common,Platinum 
3146,74/127,Electrike,Lightning,Common,Platinum 
3147,75/127,Grimer,Psychic,Common,Platinum 
3148,76/127,Happiny,Colorless,Common,Platinum 
3149,77/127,Honchkrow,Darkness,Common,Platinum 
3150,78/127,Kricketot,Grass,Common,Platinum 
3151,79/127,Lapras,Water,Common,Platinum 
3152,80/127,Lickitung,Colorless,Common,Platinum 
3153,81/127,Lotad,Grass,Common,Platinum 
3154,82/127,Mareep,Lightning,Common,Platinum 
3155,83/127,Misdreavus,Psychic,Common,Platinum 
3156,84/127,Nosepass,Fighting,Common,Platinum 
3157,85/127,Piplup,Water,Common,Platinum 
3158,86/127,Poochyena,Darkness,Common,Platinum 
3159,87/127,Psyduck,Water,Common,Platinum 
3160,88/127,Purugly,Colorless,Common,Platinum 
3161,89/127,Ralts,Psychic,Common,Platinum 
3162,90/127,Remoraid,Water,Common,Platinum 
3163,91/127,Riolu,Fighting,Common,Platinum 
3164,92/127,Shuppet,Psychic,Common,Platinum 
3165,93/127,Skitty,Colorless,Common,Platinum 
3166,94/127,Skuntank,Psychic,Common,Platinum 
3167,95/127,Slakoth,Colorless,Common,Platinum 
3168,96/127,Squirtle,Water,Common,Platinum 
3169,97/127,Swablu,Colorless,Common,Platinum 
3170,98/127,Tauros,Colorless,Common,Platinum 
3171,99/127,Torchic,Fire,Common,Platinum 
3172,100/127,Torkoal,Fire,Common,Platinum 
3173,101/127,Turtwig,Grass,Common,Platinum 
3174,102/127,Vulpix,Fire,Common,Platinum 
3175,103/127,Wurmple,Grass,Common,Platinum 
3176,104/127,Broken Time-Space,St,Uncommon,Platinum 
3177,105/127,Cyrus's Conspiracy,Su,Uncommon,Platinum 
3178,106/127,Galactic HQ,St,Uncommon,Platinum 
3179,107/127,Level Max,T,Uncommon,Platinum 
3180,108/127,Life Herb,T,Uncommon,Platinum 
3181,109/127,Looker's Investigation,Su,Uncommon,Platinum 
3182,110/127,Memory Berry,T,Uncommon,Platinum 
3183,111/127,Miasma Valley,St,Uncommon,Platinum 
3184,112/127,PlusPower,T,Uncommon,Platinum 
3185,113/127,Poké Ball,T,Uncommon,Platinum 
3186,114/127,Pokédex HANDY910is,T,Uncommon,Platinum 
3187,115/127,Pokémon Rescue,T,Uncommon,Platinum 
3188,116/127,Team Galactic's Invention G-101 Energy Gain,T,Uncommon,Platinum 
3189,117/127,Team Galactic's Invention G-103 Power Spray,T,Uncommon,Platinum 
3190,118/127,Team Galactic's Invention G-105 Poké Turn,T,Uncommon,Platinum 
3191,119/127,Armor Fossil,T,Common,Platinum 
3192,120/127,Skull Fossil,T,Common,Platinum 
3193,121/127,Rainbow Energy,Rainbow,Uncommon,Platinum 
3194,122/127,Dialga,Metal,NULL,Platinum 
3195,123/127,Drapion LV.X,Darkness,NULL,Platinum 
3196,124/127,Giratina LV.X,Psychic,NULL,Platinum 
3197,125/127,Palkia,Water,NULL,Platinum 
3198,126/127,Shaymin LV.X,Grass,NULL,Platinum 
3199,127/127,Shaymin LV.X,Grass,NULL,Platinum 
3200,128/127,Electabuzz,Lightning,NULL,Platinum 
3201,129/127,Hitmonchan,Fighting,NULL,Platinum 
3202,130/127,Scyther,Grass,NULL,Platinum 
3203,1/111,Arcanine,Fire,Rare Holo,Rising Rivals 
3204,2/111,Bastiodon,Metal,Rare Holo,Rising Rivals 
3205,3/111,Darkrai,Darkness,Rare Holo,Rising Rivals 
3206,4/111,Floatzel,Water,Rare Holo,Rising Rivals 
3207,5/111,Flygon,Colorless,Rare Holo,Rising Rivals 
3208,6/111,Froslass,Water,Rare Holo,Rising Rivals 
3209,7/111,Jirachi,Metal,Rare Holo,Rising Rivals 
3210,8/111,Lucario,Fighting,Rare Holo,Rising Rivals 
3211,9/111,Luxray,Lightning,Rare Holo,Rising Rivals 
3212,10/111,Mismagius,Psychic,Rare Holo,Rising Rivals 
3213,11/111,Rampardos,Fighting,Rare Holo,Rising Rivals 
3214,12/111,Roserade,Grass,Rare Holo,Rising Rivals 
3215,13/111,Shiftry,Darkness,Rare Holo,Rising Rivals 
3216,14/111,Aggron,Metal,Rare,Rising Rivals 
3217,15/111,Beedrill,Grass,Rare,Rising Rivals 
3218,16/111,Bronzong,Psychic,Rare,Rising Rivals 
3219,17/111,Drapion,Darkness,Rare,Rising Rivals 
3220,18/111,Espeon,Psychic,Rare,Rising Rivals 
3221,19/111,Flareon,Fire,Rare,Rising Rivals 
3222,20/111,Gallade,Psychic,Rare,Rising Rivals 
3223,21/111,Gastrodon,Water,Rare,Rising Rivals 
3224,22/111,Gastrodon,Fighting,Rare,Rising Rivals 
3225,23/111,Golem,Fighting,Rare,Rising Rivals 
3226,24/111,Heracross,Grass,Rare,Rising Rivals 
3227,25/111,Hippowdon,Fighting,Rare,Rising Rivals 
3228,26/111,Jolteon,Lightning,Rare,Rising Rivals 
3229,27/111,Mamoswine,Water,Rare,Rising Rivals 
3230,28/111,Mr. Mime,Psychic,Rare,Rising Rivals 
3231,29/111,Nidoking,Fighting,Rare,Rising Rivals 
3232,30/111,Nidoqueen,Psychic,Rare,Rising Rivals 
3233,31/111,Raichu,Lightning,Rare,Rising Rivals 
3234,32/111,Rhyperior,Fighting,Rare,Rising Rivals 
3235,33/111,Snorlax,Colorless,Rare,Rising Rivals 
3236,34/111,Vaporeon,Water,Rare,Rising Rivals 
3237,35/111,Vespiquen,Grass,Rare,Rising Rivals 
3238,36/111,Walrein,Water,Rare,Rising Rivals 
3239,37/111,Yanmega,Grass,Rare,Rising Rivals 
3240,38/111,Alakazam,Psychic,Uncommon,Rising Rivals 
3241,39/111,Electrode,Lightning,Uncommon,Rising Rivals 
3242,40/111,Gengar,Psychic,Uncommon,Rising Rivals 
3243,41/111,Glaceon,Water,Uncommon,Rising Rivals 
3244,42/111,Hippowdon,Fighting,Uncommon,Rising Rivals 
3245,43/111,Infernape,Fire,Uncommon,Rising Rivals 
3246,44/111,Lairon,Metal,Uncommon,Rising Rivals 
3247,45/111,Leafeon,Grass,Uncommon,Rising Rivals 
3248,46/111,Machamp,Fighting,Uncommon,Rising Rivals 
3249,47/111,Rapidash,Fire,Uncommon,Rising Rivals 
3250,48/111,Scizor,Grass,Uncommon,Rising Rivals 
3251,49/111,Sharpedo,Darkness,Uncommon,Rising Rivals 
3252,50/111,Starmie,Water,Uncommon,Rising Rivals 
3253,51/111,Steelix,Metal,Uncommon,Rising Rivals 
3254,52/111,Tropius,Grass,Uncommon,Rising Rivals 
3255,53/111,Vibrava,Colorless,Uncommon,Rising Rivals 
3256,54/111,Whiscash,Fighting,Uncommon,Rising Rivals 
3257,55/111,Aerodactyl,Fighting,Common,Rising Rivals 
3258,56/111,Ambipom,Colorless,Common,Rising Rivals 
3259,57/111,Aron,Metal,Common,Rising Rivals 
3260,58/111,Carvanha,Darkness,Common,Rising Rivals 
3261,59/111,Eevee,Colorless,Common,Rising Rivals 
3262,60/111,Flareon,Fire,Common,Rising Rivals 
3263,61/111,Forretress,Metal,Common,Rising Rivals 
3264,62/111,Gliscor,Fighting,Common,Rising Rivals 
3265,63/111,Growlithe,Fire,Common,Rising Rivals 
3266,64/111,Hippopotas,Fighting,Common,Rising Rivals 
3267,65/111,Houndoom,Darkness,Common,Rising Rivals 
3268,66/111,Kakuna,Grass,Common,Rising Rivals 
3269,67/111,Kecleon,Colorless,Common,Rising Rivals 
3270,68/111,Koffing,Psychic,Common,Rising Rivals 
3271,69/111,Munchlax,Colorless,Common,Rising Rivals 
3272,70/111,Munchlax,Colorless,Common,Rising Rivals 
3273,71/111,Nidoran♀,Psychic,Common,Rising Rivals 
3274,72/111,Nidoran♂,Psychic,Common,Rising Rivals 
3275,73/111,Nidorina,Psychic,Common,Rising Rivals 
3276,74/111,Nidorino,Psychic,Common,Rising Rivals 
3277,75/111,Nuzleaf,Darkness,Common,Rising Rivals 
3278,76/111,Quagsire,Water,Common,Rising Rivals 
3279,77/111,Sealeo,Water,Common,Rising Rivals 
3280,78/111,Seedot,Grass,Common,Rising Rivals 
3281,79/111,Shellos,Water,Common,Rising Rivals 
3282,80/111,Shellos,Water,Common,Rising Rivals 
3283,81/111,Snorlax,Colorless,Common,Rising Rivals 
3284,82/111,Spheal,Water,Common,Rising Rivals 
3285,83/111,Staryu,Water,Common,Rising Rivals 
3286,84/111,Trapinch,Fighting,Common,Rising Rivals 
3287,85/111,Turtwig,Grass,Common,Rising Rivals 
3288,86/111,Weedle,Grass,Common,Rising Rivals 
3289,87/111,Weezing,Psychic,Common,Rising Rivals 
3290,88/111,Aaron's Collection,Su,Uncommon,Rising Rivals 
3291,89/111,Bebe's Search,Su,Uncommon,Rising Rivals 
3292,90/111,Bertha's Warmth,Su,Uncommon,Rising Rivals 
3293,91/111,Flint's Willpower,Su,Uncommon,Rising Rivals 
3294,92/111,Lucian's Assignment,Su,Uncommon,Rising Rivals 
3295,93/111,Pokémon Contest Hall,St,Uncommon,Rising Rivals 
3296,94/111,Sunyshore City Gym,St,Uncommon,Rising Rivals 
3297,95/111,Team Galactic's Invention G-107 Technical Machine,T,Uncommon,Rising Rivals 
3298,96/111,Team Galactic's Invention G-109 SP Radar,T,Uncommon,Rising Rivals 
3299,97/111,Underground Expedition,Su,Uncommon,Rising Rivals 
3300,98/111,Volkner's Philosophy,Su,Uncommon,Rising Rivals 
3301,99/111,Darkness Energy,Darkness,Uncommon,Rising Rivals 
3302,100/111,Metal Energy,Metal,Uncommon,Rising Rivals 
3303,101/111,SP Energy,Colorless,Uncommon,Rising Rivals 
3304,102/111,Upper Energy,Colorless,Uncommon,Rising Rivals 
3305,103/111,Alakazam,Psychic,NULL,Rising Rivals 
3306,104/111,Floatzel,Water,NULL,Rising Rivals 
3307,105/111,Flygon LV.X,Colorless,NULL,Rising Rivals 
3308,106/111,Gallade,Psychic,NULL,Rising Rivals 
3309,107/111,Hippowdon LV.X,Fighting,NULL,Rising Rivals 
3310,108/111,Infernape,Fire,NULL,Rising Rivals 
3311,109/111,Luxray,Lightning,NULL,Rising Rivals 
3312,110/111,Mismagius,Psychic,NULL,Rising Rivals 
3313,111/111,Snorlax LV.X,Colorless,NULL,Rising Rivals 
3314,112/111,Pikachu,Lightning,NULL,Rising Rivals 
3315,113/111,Flying Pikachu,Lightning,NULL,Rising Rivals 
3316,114/111,Surfing Pikachu,Lightning,NULL,Rising Rivals 
3317,1/147,Absol,Darkness,Rare Holo,Supreme Victors 
3318,2/147,Blaziken,Fire,Rare Holo,Supreme Victors 
3319,3/147,Drifblim,Psychic,Rare Holo,Supreme Victors 
3320,4/147,Electivire,Lightning,Rare Holo,Supreme Victors 
3321,5/147,Garchomp,Colorless,Rare Holo,Supreme Victors 
3322,6/147,Magmortar,Fire,Rare Holo,Supreme Victors 
3323,7/147,Metagross,Metal,Rare Holo,Supreme Victors 
3324,8/147,Rayquaza,Colorless,Rare Holo,Supreme Victors 
3325,9/147,Regigigas,Colorless,Rare Holo,Supreme Victors 
3326,10/147,Rhyperior,Fighting,Rare Holo,Supreme Victors 
3327,11/147,Staraptor,Colorless,Rare Holo,Supreme Victors 
3328,12/147,Swampert,Water,Rare Holo,Supreme Victors 
3329,13/147,Venusaur,Grass,Rare Holo,Supreme Victors 
3330,14/147,Yanmega,Grass,Rare Holo,Supreme Victors 
3331,15/147,Arcanine,Fire,Rare,Supreme Victors 
3332,16/147,Articuno,Water,Rare,Supreme Victors 
3333,17/147,Butterfree,Grass,Rare,Supreme Victors 
3334,18/147,Camerupt,Fire,Rare,Supreme Victors 
3335,19/147,Camerupt,Fire,Rare,Supreme Victors 
3336,20/147,Charizard,Fire,Rare,Supreme Victors 
3337,21/147,Chimecho,Psychic,Rare,Supreme Victors 
3338,22/147,Claydol,Psychic,Rare,Supreme Victors 
3339,23/147,Crawdaunt,Darkness,Rare,Supreme Victors 
3340,24/147,Dewgong,Water,Rare,Supreme Victors 
3341,25/147,Dodrio,Colorless,Rare,Supreme Victors 
3342,26/147,Dusknoir,Psychic,Rare,Supreme Victors 
3343,27/147,Empoleon,Water,Rare,Supreme Victors 
3344,28/147,Exploud,Colorless,Rare,Supreme Victors 
3345,29/147,Honchkrow,Darkness,Rare,Supreme Victors 
3346,30/147,Lickilicky,Colorless,Rare,Supreme Victors 
3347,31/147,Lucario,Fighting,Rare,Supreme Victors 
3348,32/147,Lunatone,Psychic,Rare,Supreme Victors 
3349,33/147,Mawile,Metal,Rare,Supreme Victors 
3350,34/147,Medicham,Psychic,Rare,Supreme Victors 
3351,35/147,Milotic,Water,Rare,Supreme Victors 
3352,36/147,Moltres,Fire,Rare,Supreme Victors 
3353,37/147,Mr. Mime,Psychic,Rare,Supreme Victors 
3354,38/147,Parasect,Grass,Rare,Supreme Victors 
3355,39/147,Primeape,Fighting,Rare,Supreme Victors 
3356,40/147,Roserade,Psychic,Rare,Supreme Victors 
3357,41/147,Sableye,Darkness,Rare,Supreme Victors 
3358,42/147,Sandslash,Fighting,Rare,Supreme Victors 
3359,43/147,Seaking,Water,Rare,Supreme Victors 
3360,44/147,Shedinja,Grass,Rare,Supreme Victors 
3361,45/147,Solrock,Psychic,Rare,Supreme Victors 
3362,46/147,Spinda,Colorless,Rare,Supreme Victors 
3363,47/147,Wailord,Water,Rare,Supreme Victors 
3364,48/147,Zapdos,Lightning,Rare,Supreme Victors 
3365,49/147,Altaria,Colorless,Uncommon,Supreme Victors 
3366,50/147,Arcanine,Fire,Uncommon,Supreme Victors 
3367,51/147,Bibarel,Colorless,Uncommon,Supreme Victors 
3368,52/147,Breloom,Fighting,Uncommon,Supreme Victors 
3369,53/147,Carnivine,Grass,Uncommon,Supreme Victors 
3370,54/147,Chatot,Colorless,Uncommon,Supreme Victors 
3371,55/147,Cherrim,Grass,Uncommon,Supreme Victors 
3372,56/147,Dragonite,Colorless,Uncommon,Supreme Victors 
3373,57/147,Drifblim,Psychic,Uncommon,Supreme Victors 
3374,58/147,Floatzel,Water,Uncommon,Supreme Victors 
3375,59/147,Gabite,Colorless,Uncommon,Supreme Victors 
3376,60/147,Garchomp,Colorless,Uncommon,Supreme Victors 
3377,61/147,Hippopotas,Fighting,Uncommon,Supreme Victors 
3378,62/147,Ivysaur,Grass,Uncommon,Supreme Victors 
3379,63/147,Lopunny,Colorless,Uncommon,Supreme Victors 
3380,64/147,Loudred,Colorless,Uncommon,Supreme Victors 
3381,65/147,Magmar,Fire,Uncommon,Supreme Victors 
3382,66/147,Manectric,Lightning,Uncommon,Supreme Victors 
3383,67/147,Marshtomp,Water,Uncommon,Supreme Victors 
3384,68/147,Masquerain,Grass,Uncommon,Supreme Victors 
3385,69/147,Metang,Metal,Uncommon,Supreme Victors 
3386,70/147,Milotic,Water,Uncommon,Supreme Victors 
3387,71/147,Minun,Lightning,Uncommon,Supreme Victors 
3388,72/147,Murkrow,Darkness,Uncommon,Supreme Victors 
3389,73/147,Ninjask,Grass,Uncommon,Supreme Victors 
3390,74/147,Numel,Fire,Uncommon,Supreme Victors 
3391,75/147,Pinsir,Grass,Uncommon,Supreme Victors 
3392,76/147,Plusle,Lightning,Uncommon,Supreme Victors 
3393,77/147,Raichu,Lightning,Uncommon,Supreme Victors 
3394,78/147,Raticate,Colorless,Uncommon,Supreme Victors 
3395,79/147,Relicanth,Fighting,Uncommon,Supreme Victors 
3396,80/147,Rhydon,Fighting,Uncommon,Supreme Victors 
3397,81/147,Roserade,Grass,Uncommon,Supreme Victors 
3398,82/147,Rotom,Lightning,Uncommon,Supreme Victors 
3399,83/147,Skarmory,Metal,Uncommon,Supreme Victors 
3400,84/147,Spiritomb,Psychic,Uncommon,Supreme Victors 
3401,85/147,Staravia,Colorless,Uncommon,Supreme Victors 
3402,86/147,Togekiss,Colorless,Uncommon,Supreme Victors 
3403,87/147,Wailmer,Water,Uncommon,Supreme Victors 
3404,88/147,Yanma,Grass,Uncommon,Supreme Victors 
3405,89/147,Baltoy,Psychic,Common,Supreme Victors 
3406,90/147,Beldum,Metal,Common,Supreme Victors 
3407,91/147,Bidoof,Colorless,Common,Supreme Victors 
3408,92/147,Buizel,Water,Common,Supreme Victors 
3409,93/147,Bulbasaur,Grass,Common,Supreme Victors 
3410,94/147,Buneary,Colorless,Common,Supreme Victors 
3411,95/147,Chatot,Colorless,Common,Supreme Victors 
3412,96/147,Cherubi,Grass,Common,Supreme Victors 
3413,97/147,Chimchar,Fire,Common,Supreme Victors 
3414,98/147,Chingling,Psychic,Common,Supreme Victors 
3415,99/147,Combee,Grass,Common,Supreme Victors 
3416,100/147,Corphish,Water,Common,Supreme Victors 
3417,101/147,Croagunk,Psychic,Common,Supreme Victors 
3418,102/147,Doduo,Colorless,Common,Supreme Victors 
3419,103/147,Drifloon,Psychic,Common,Supreme Victors 
3420,104/147,Feebas,Water,Common,Supreme Victors 
3421,105/147,Geodude,Fighting,Common,Supreme Victors 
3422,106/147,Gible,Colorless,Common,Supreme Victors 
3423,107/147,Goldeen,Water,Common,Supreme Victors 
3424,108/147,Growlithe,Fire,Common,Supreme Victors 
3425,109/147,Kricketot,Grass,Common,Supreme Victors 
3426,110/147,Magikarp,Water,Common,Supreme Victors 
3427,111/147,Magnemite,Lightning,Common,Supreme Victors 
3428,112/147,Mankey,Fighting,Common,Supreme Victors 
3429,113/147,Meditite,Psychic,Common,Supreme Victors 
3430,114/147,Meowth,Colorless,Common,Supreme Victors 
3431,115/147,Mime Jr.,Psychic,Common,Supreme Victors 
3432,116/147,Mudkip,Water,Common,Supreme Victors 
3433,117/147,Nincada,Grass,Common,Supreme Victors 
3434,118/147,Pachirisu,Lightning,Common,Supreme Victors 
3435,119/147,Paras,Grass,Common,Supreme Victors 
3436,120/147,Pikachu,Lightning,Common,Supreme Victors 
3437,121/147,Piplup,Water,Common,Supreme Victors 
3438,122/147,Rhyhorn,Fighting,Common,Supreme Victors 
3439,123/147,Roselia,Grass,Common,Supreme Victors 
3440,124/147,Sandshrew,Fighting,Common,Supreme Victors 
3441,125/147,Seel,Water,Common,Supreme Victors 
3442,126/147,Shinx,Lightning,Common,Supreme Victors 
3443,127/147,Shroomish,Grass,Common,Supreme Victors 
3444,128/147,Skorupi,Psychic,Common,Supreme Victors 
3445,129/147,Starly,Colorless,Common,Supreme Victors 
3446,130/147,Surskit,Grass,Common,Supreme Victors 
3447,131/147,Turtwig,Grass,Common,Supreme Victors 
3448,132/147,Whismur,Colorless,Common,Supreme Victors 
3449,133/147,Zubat,Psychic,Common,Supreme Victors 
3450,134/147,Battle Tower,St,Uncommon,Supreme Victors 
3451,135/147,Champion's Room,St,Uncommon,Supreme Victors 
3452,136/147,Cynthia's Guidance,Su,Uncommon,Supreme Victors 
3453,137/147,Cyrus's Initiative,Su,Uncommon,Supreme Victors 
3454,138/147,Night Teleporter,T,Uncommon,Supreme Victors 
3455,139/147,Palmer's Contribution,Su,Uncommon,Supreme Victors 
3456,140/147,VS Seeker,T,Uncommon,Supreme Victors 
3457,141/147,Absol,Darkness,NULL,Supreme Victors 
3458,142/147,Blaziken,Fire,NULL,Supreme Victors 
3459,143/147,Charizard,Fire,NULL,Supreme Victors 
3460,144/147,Electivire,Lightning,NULL,Supreme Victors 
3461,145/147,Garchomp,Colorless,NULL,Supreme Victors 
3462,146/147,Rayquaza,Colorless,NULL,Supreme Victors 
